City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
460,Hasaki,JP,35.7333,140.8333,48.6,77,99,14.52,overcast clouds
461,Cordele,US,31.9635,-83.7824,46.92,33,0,18.41,clear sky
462,Zheleznodorozhnyy,RU,55.7503,38.0042,28.92,94,98,4.7,overcast clouds
463,Matagami,CA,49.7502,-77.6328,17.71,79,100,24.16,light snow
464,Dabhol,IN,17.6,73.1667,77.63,53,9,6.08,clear sky
465,Aykhal,RU,66.0,111.5,-23.01,100,91,1.39,overcast clouds
466,Hwange,ZW,-18.3693,26.5019,70.36,66,90,2.39,overcast clouds
467,Bartica,GY,6.4,-58.6167,84.52,78,56,5.68,broken clouds
468,Tagusao,PH,9.1924,117.8141,78.62,82,2,2.64,clear sky
469,Dunda,TZ,-8.1167,34.25,65.7,94,100,4.03,light rain
470,Tautira,PF,-17.7333,-149.15,80.2,76,59,10.69,broken clouds
471,Grimshaw,CA,56.1834,-117.6027,17.22,73,40,10.36,scattered clouds
472,Kupang,ID,-10.1667,123.5833,77.88,87,100,4.7,overcast clouds
473,Klaksvik,FO,62.2266,-6.589,41.92,92,100,7.09,overcast clouds
474,Destin,US,30.3935,-86.4958,51.78,31,0,24.16,clear sky
475,Bonfim,BR,3.0833,-59.95,90.46,45,92,6.22,overcast clouds
476,Mattru,SL,7.6244,-11.8332,81.03,69,100,6.38,overcast clouds
477,Farafangana,MG,-22.8167,47.8333,75.54,87,100,6.93,light rain
478,Komsomolskiy,UZ,40.4272,71.7189,52.52,87,75,0.0,mist
479,Zitlala,MX,17.6333,-99.0833,80.92,19,12,2.82,few clouds
480,Barguzin,RU,53.6167,109.6167,-0.63,83,66,2.68,broken clouds
481,Yeppoon,AU,-23.1333,150.7333,69.58,72,76,14.18,broken clouds
482,Belmonte,BR,-15.8631,-38.8828,81.73,71,1,7.87,clear sky
483,Victoria Point,AU,-27.5833,153.3,68.92,91,85,1.99,overcast clouds
484,Kyshtovka,RU,56.555,76.6271,-10.77,100,70,5.37,broken clouds
485,Pitimbu,BR,-7.4706,-34.8086,86.59,71,58,10.83,broken clouds
486,Allentown,US,40.6084,-75.4902,29.64,83,100,23.02,light snow
487,Mayumba,GA,-3.432,10.6554,79.45,87,100,5.37,moderate rain
488,Umm Lajj,SA,25.0213,37.2685,67.3,56,100,17.54,overcast clouds
489,Itaituba,BR,-4.2761,-55.9836,93.36,52,40,3.44,scattered clouds
490,Kirakira,SB,-10.4544,161.9205,78.57,83,100,1.57,overcast clouds
491,Nouakchott,MR,18.0858,-15.9785,89.53,47,0,10.09,clear sky
492,Glens Falls,US,43.3095,-73.644,29.52,89,100,14.97,snow
493,Komatsushima,JP,34.0,134.5833,49.96,87,75,2.3,broken clouds
494,Zuya,UA,45.0531,34.3154,18.93,89,100,3.47,overcast clouds
495,Harper,LR,4.375,-7.7169,80.6,81,95,3.69,overcast clouds
496,Ankazobe,MG,-18.3167,47.1167,63.3,89,99,5.75,overcast clouds
497,Southbridge,US,42.0751,-72.0334,38.26,95,100,3.0,light snow
498,Surovikino,RU,48.6078,42.8486,11.55,94,7,5.44,clear sky
499,Vaitape,PF,-16.5167,-151.75,81.9,71,38,13.29,scattered clouds
500,Ramsar,IR,36.9226,50.6426,49.44,81,100,18.41,overcast clouds
501,Urusha,RU,54.05,122.9,-2.0,96,100,2.44,overcast clouds
502,Slave Lake,CA,55.2834,-114.769,21.18,79,100,13.8,overcast clouds
503,Codrington,AU,-38.2667,141.9667,52.97,87,0,5.91,clear sky
504,Inuvik,CA,68.3499,-133.7218,-8.64,74,75,10.36,broken clouds
505,Tarakan,ID,3.3,117.6333,79.52,82,92,1.25,overcast clouds
506,Zaraza,VE,9.3503,-65.3245,87.01,50,100,6.04,overcast clouds
507,Isangel,VU,-19.55,169.2667,79.88,82,8,2.93,clear sky
508,Guanica,PR,17.9716,-66.908,84.51,76,100,18.7,overcast clouds
509,Nantucket,US,41.2835,-70.0995,51.91,94,100,14.97,light rain
510,Chkalovskoye,RU,44.8392,133.0436,28.09,91,100,6.42,overcast clouds
511,Kudahuvadhoo,MV,2.6708,72.8944,82.38,71,1,8.88,clear sky
512,Harwich,GB,51.9419,1.2844,49.28,81,76,5.99,broken clouds
513,Gweta,BW,-20.1833,25.2333,81.05,36,9,4.76,clear sky
514,Altamirano,MX,16.8833,-92.15,67.89,65,44,5.86,scattered clouds
515,Malangali,TZ,-8.5667,34.85,63.97,92,100,2.8,light rain
516,Alfenas,BR,-21.4292,-45.9472,71.13,86,100,3.78,overcast clouds
517,Liverpool,GB,53.4106,-2.9779,50.65,66,20,16.11,light rain
518,Verkhnevilyuysk,RU,63.4453,120.3167,-24.97,100,97,2.19,overcast clouds
519,Sovetskiy,RU,61.3614,63.5842,11.03,94,100,8.93,overcast clouds
520,Tabuk,PH,17.4189,121.4443,71.6,94,98,0.72,overcast clouds
521,Shimoda,JP,34.6667,138.95,56.53,63,96,3.94,overcast clouds
522,Serpa,PT,37.9458,-7.5975,53.56,97,100,8.16,light rain
523,Isparta,TR,38.0,31.0,13.57,92,100,9.95,light snow
524,Amarante Do Maranhao,BR,-5.5667,-46.7422,79.48,88,81,3.0,broken clouds
525,Bera,BD,24.0833,89.6167,72.73,34,31,5.53,scattered clouds
526,Miri,MY,4.4148,114.0089,73.54,100,40,2.3,scattered clouds
527,Davila,PH,18.4726,120.5763,76.91,77,68,4.61,broken clouds
528,Natal,BR,-5.795,-35.2094,84.85,74,40,13.8,scattered clouds
529,Toropets,RU,56.4978,31.6353,22.91,97,11,4.03,few clouds
530,Muros,ES,42.7762,-9.0603,53.1,77,100,11.34,light rain
531,Asfi,MA,32.2994,-9.2372,59.77,75,100,9.22,overcast clouds
532,Gat,IL,31.61,34.7642,47.39,100,4,2.1,clear sky
533,Weligama,LK,5.9667,80.4167,76.69,86,100,2.08,overcast clouds
534,Maitland,US,28.6278,-81.3631,64.99,74,91,13.0,overcast clouds
535,Ciudad Guayana,VE,8.3533,-62.6528,83.21,69,76,9.75,broken clouds
536,Hambantota,LK,6.1241,81.1185,78.06,83,100,4.52,overcast clouds
537,Sept-Iles,CA,50.2001,-66.3821,23.52,90,100,14.97,snow
538,Salym,RU,60.0625,71.4789,-3.98,99,95,5.37,overcast clouds
539,Qaqortoq,GL,60.7167,-46.0333,12.29,63,100,32.26,overcast clouds
540,Morehead,US,37.2711,-87.1764,28.99,49,0,13.8,clear sky
541,Mgandu,TZ,-5.95,34.1333,65.01,85,100,2.66,overcast clouds
542,Ferrol,ES,43.4832,-8.2369,53.28,75,100,15.37,overcast clouds
543,Chau Doc,VN,10.7,105.1167,78.1,74,100,4.5,overcast clouds
544,Coquimbo,CL,-29.9533,-71.3436,62.33,82,100,11.5,overcast clouds
545,Ca Mau,VN,9.1769,105.15,77.41,81,96,2.48,overcast clouds
546,Moshenskoye,RU,58.5102,34.5911,30.79,88,100,3.38,overcast clouds
547,Kiruna,SE,67.8557,20.2251,25.72,93,50,4.61,scattered clouds
548,Taitung,TW,22.7583,121.1444,69.31,78,48,3.8,scattered clouds
549,Porto Walter,BR,-8.2686,-72.7439,82.08,78,100,1.66,overcast clouds
550,Lysva,RU,58.1086,57.8053,2.46,98,100,2.68,overcast clouds
551,Gondar,ET,12.6,37.4667,61.48,69,97,3.58,light rain
552,Sarakhs,IR,36.5449,61.1577,57.34,77,95,2.3,overcast clouds
553,Opuwo,NA,-18.0607,13.84,70.93,76,99,4.03,light rain
554,Kieta,PG,-6.2167,155.6333,77.07,78,18,1.07,few clouds
555,Agadez,NE,19.75,10.25,68.18,13,0,8.55,clear sky
556,Vidim,RU,56.4088,103.1106,-5.57,100,100,2.19,overcast clouds
557,Miajadas,ES,39.1513,-5.9084,50.52,96,100,7.58,overcast clouds
558,Ahipara,NZ,-35.1667,173.1667,68.11,86,100,5.3,overcast clouds
559,Rabo De Peixe,PT,37.8,-25.5833,56.71,67,20,9.22,few clouds
560,Dalvik,IS,65.9702,-18.5286,35.53,74,66,12.37,broken clouds
561,Lae,PG,-6.7221,146.9847,75.42,84,17,5.93,few clouds
562,Tateyama,JP,34.9833,139.8667,55.72,66,100,7.36,overcast clouds
563,Aklavik,CA,68.2191,-135.0107,-5.8,65,40,12.66,scattered clouds
564,Lata,PT,40.1629,-8.3327,52.07,97,100,3.06,light rain
565,Margate,GB,51.3813,1.3862,49.69,74,69,5.01,broken clouds
566,Meadow Lake,US,34.8014,-106.5436,54.57,18,0,6.29,clear sky
567,Cartagena,CO,10.3997,-75.5144,85.62,70,75,8.05,broken clouds
568,Kokopo,PG,-4.352,152.2633,76.17,81,33,3.33,scattered clouds
569,Price,US,39.5994,-110.8107,45.12,35,0,0.0,clear sky
570,Sharan,RU,54.8167,54.0,-7.28,100,85,0.89,overcast clouds
571,Jacareacanga,BR,-6.2222,-57.7528,86.61,63,73,0.92,broken clouds
572,Smithers,CA,54.7804,-127.1743,39.52,65,40,4.61,scattered clouds
573,Bathsheba,BB,13.2167,-59.5167,83.01,61,20,27.63,few clouds
574,Tabou,CI,4.423,-7.3528,80.17,83,100,3.22,overcast clouds
575,Imbituba,BR,-28.24,-48.6703,70.83,92,100,7.63,overcast clouds
576,Yei,SS,4.095,30.6779,75.22,55,53,2.48,broken clouds
577,Hervey Bay,AU,-25.2986,152.8535,72.55,76,21,14.07,few clouds
578,Kitami,JP,43.8031,143.8908,30.11,87,77,5.17,broken clouds
579,Kaberamaido,UG,1.7389,33.1594,76.82,32,70,4.68,broken clouds
580,Bismarck,US,46.8083,-100.7837,49.06,42,0,18.41,clear sky
581,Katangli,RU,51.7102,143.2326,9.61,96,100,3.83,snow
582,Konstantinovka,RU,49.6167,127.9833,15.21,96,100,3.74,snow
583,Nome,US,64.5011,-165.4064,23.07,33,0,14.97,clear sky
584,Badvel,IN,14.75,79.05,74.86,44,5,2.89,clear sky
585,Inta,RU,66.0317,60.1659,19.74,88,100,14.0,overcast clouds
586,San Pedro,PH,14.35,121.0167,78.03,93,100,4.61,moderate rain
587,La Asuncion,VE,11.0333,-63.8628,79.7,75,16,21.47,few clouds
588,Pangody,RU,65.85,74.4859,0.73,97,98,10.25,overcast clouds
589,Samoylovka,RU,51.184,43.7081,-1.75,100,100,4.38,overcast clouds
590,Rancho Palos Verdes,US,33.7445,-118.387,80.08,40,0,6.91,clear sky
591,Abay,KZ,49.6311,72.8539,25.18,94,100,8.55,overcast clouds
592,Sydney,AU,-33.8679,151.2073,63.7,91,75,3.44,light intensity shower rain
593,Yamada,JP,39.4667,141.95,37.96,74,100,3.2,overcast clouds
594,Songea,TZ,-10.6833,35.65,64.81,99,100,5.26,moderate rain
595,Port Hawkesbury,CA,45.6169,-61.3485,48.9,100,100,11.5,heavy intensity rain
596,Tungor,RU,53.3808,142.9564,14.47,96,100,5.28,overcast clouds
597,Da Nang,VN,16.0678,108.2208,73.38,88,40,1.14,scattered clouds
598,Tombouctou,ML,20.0,-3.0,74.8,8,0,9.42,clear sky
599,Pundaguitan,PH,6.3711,126.1689,82.0,79,72,11.3,broken clouds
600,Bitkine,TD,11.9801,18.2138,86.95,15,0,7.45,clear sky
601,Constitucion,CL,-35.3333,-72.4167,68.09,67,13,6.89,few clouds
602,Neryungri,RU,56.6709,124.6491,-12.87,100,100,2.19,overcast clouds
603,Tilichiki,RU,60.4667,166.1,3.96,95,8,7.85,clear sky
604,Dubinino,RU,55.6192,89.0911,-15.66,100,70,2.53,broken clouds
605,Wilmington,US,34.2257,-77.9447,51.71,76,100,29.93,overcast clouds
606,Bud,US,39.447,-86.1758,27.68,46,5,18.41,clear sky
607,Metro,ID,-5.1131,105.3067,72.79,95,100,4.52,heavy intensity rain
608,Sao Miguel Do Araguaia,BR,-13.275,-50.1628,81.88,79,100,4.47,overcast clouds
609,Pa Sang,TH,18.5262,98.9394,84.02,46,74,1.21,broken clouds
610,Palauig,PH,15.435,119.9045,79.16,80,11,2.59,few clouds
611,Xining,CN,36.6167,101.7667,41.32,18,6,3.15,clear sky
612,Ranchi,IN,23.35,85.3333,71.71,43,5,4.61,haze
613,Henties Bay,NA,-22.116,14.2845,66.24,90,84,7.18,broken clouds
614,Orlik,RU,52.5178,99.825,-0.6,100,100,1.61,overcast clouds
615,Japura,ID,-0.3167,102.35,73.49,98,62,1.23,broken clouds
616,Marawi,PH,7.9986,124.2928,68.88,94,98,1.25,overcast clouds
617,Xiaoweizhai,CN,26.1903,107.5125,61.88,98,100,2.33,overcast clouds
618,Voi,KE,-3.3945,38.563,73.18,80,98,5.03,overcast clouds
619,Kasane,BW,-17.8167,25.15,68.47,73,95,4.12,overcast clouds
620,Machico,PT,32.7,-16.7667,66.0,82,40,2.3,scattered clouds
621,Kankakee,US,41.15,-87.8667,21.85,67,40,16.11,scattered clouds
622,High Level,CA,58.5169,-117.136,5.11,66,75,10.36,broken clouds
623,Robertsport,LR,6.7533,-11.3686,79.79,90,100,8.48,overcast clouds
624,Barcelos,PT,41.5388,-8.6151,52.68,88,100,4.32,overcast clouds
625,Sicamous,CA,50.8331,-118.9856,43.2,92,100,3.18,overcast clouds
626,Havelock,US,34.8791,-76.9013,57.15,76,100,23.02,light rain
627,Banfora,BF,10.6333,-4.7667,90.59,14,100,2.71,overcast clouds
628,Port Augusta,AU,-32.5,137.7667,68.13,26,100,3.04,overcast clouds
629,Palana,RU,59.1167,159.9667,1.0,92,5,4.68,clear sky
630,Aljezur,PT,37.3191,-8.8033,55.8,97,100,8.79,overcast clouds
631,Mosetse,BW,-20.75,26.65,71.71,53,0,19.66,clear sky
632,Lodja,CD,-3.4833,23.4333,69.03,92,100,3.22,overcast clouds
633,Marovoay,MG,-16.1,46.6333,77.58,88,100,1.3,moderate rain
634,Tyukalinsk,RU,55.8732,72.1967,-5.26,99,38,8.14,scattered clouds
635,Pouembout,NC,-21.1333,164.9,78.1,85,28,3.38,scattered clouds
636,Baiyin,CN,36.5583,104.2081,48.54,26,16,3.06,few clouds
637,Rudnaya Pristan,RU,44.3614,135.8116,31.39,85,100,3.24,overcast clouds
638,Kutum,SD,14.2,24.6667,68.56,16,5,9.98,clear sky
639,Vershino-Darasunskiy,RU,52.35,115.5167,-0.06,98,92,2.01,overcast clouds
640,Jiwani,PK,25.05,61.7417,77.14,70,1,8.01,clear sky
641,Linxia,CN,35.6003,103.2064,48.29,15,0,5.77,clear sky
642,Dalgopol,BG,43.05,27.35,32.11,66,95,5.37,overcast clouds
643,Port Hedland,AU,-20.3167,118.5667,80.65,94,6,6.91,clear sky
644,Grand Bend,CA,43.3168,-81.7498,23.22,78,100,18.01,overcast clouds
645,Redcar,GB,54.6166,-1.06,49.08,60,100,8.01,overcast clouds
646,Halifax,CA,44.6453,-63.5724,51.69,97,100,18.41,overcast clouds
647,Mulege,MX,26.8833,-111.9833,72.23,25,1,17.13,clear sky
648,Kristiinankaupunki,FI,62.2743,21.376,27.1,90,100,6.6,overcast clouds
649,Gizo,SB,-8.103,156.8419,81.88,73,90,7.96,overcast clouds
650,Sobolevo,RU,54.4299,31.8996,24.67,96,92,7.27,overcast clouds
651,Darab,IR,28.7519,54.5444,67.26,30,28,5.03,scattered clouds
652,Turkistan,KZ,43.0,68.0,55.18,81,100,10.51,overcast clouds
653,San-Pedro,CI,4.7485,-6.6363,79.61,82,78,2.77,broken clouds
654,Bilibino,RU,68.0546,166.4372,-8.86,81,91,4.85,overcast clouds
655,Mohan,IN,26.7833,80.6833,64.35,32,0,4.56,clear sky
656,Finschhafen,PG,-6.6024,147.8681,78.78,81,22,4.92,few clouds
657,Talcahuano,CL,-36.7167,-73.1167,62.28,72,75,8.05,broken clouds
658,Mishan,CN,45.55,131.8833,27.09,97,100,8.72,snow
659,Hauterive,FR,46.0901,3.4459,47.16,81,100,10.18,overcast clouds
660,Tripoli,LY,32.8752,13.1875,60.82,60,100,14.12,overcast clouds
661,Trairi,BR,-3.2778,-39.2689,79.63,81,99,4.68,overcast clouds
662,Bankura,IN,23.25,87.0667,73.36,24,25,4.27,scattered clouds
663,Villacarrillo,ES,38.1156,-3.0848,46.06,72,100,1.95,overcast clouds
664,Seoul,KR,37.5683,126.9778,54.79,93,100,9.22,light rain
665,Kapuskasing,CA,49.4169,-82.4331,10.49,66,75,16.11,broken clouds
666,Bairiki,KI,1.3292,172.9752,82.4,74,20,16.11,few clouds
667,Helena,US,46.5927,-112.0361,56.39,26,0,23.02,clear sky
668,Alta Gracia,AR,-31.6529,-64.4283,80.89,43,28,9.04,scattered clouds
669,Puruaran,MX,19.1,-101.5333,90.1,13,0,5.82,clear sky
670,Mantua,IT,45.1667,10.7833,43.84,55,58,1.99,broken clouds
671,Horsham,GB,51.064,-0.3272,49.73,78,20,10.36,few clouds
672,Rosario,AR,-32.9468,-60.6393,78.82,44,0,4.61,clear sky
673,Puerto Madero,MX,14.7208,-92.4215,84.88,64,1,13.29,clear sky
674,Pak Phanang,TH,8.3511,100.202,78.66,82,88,3.71,overcast clouds
675,Lompoc,US,34.6391,-120.4579,79.02,51,0,20.0,clear sky
676,Abrau-Dyurso,RU,44.69,37.59,24.26,86,99,6.91,overcast clouds
677,Morant Bay,JM,17.8815,-76.4093,88.72,67,1,9.66,clear sky
678,Fort-Shevchenko,KZ,44.5086,50.263,32.23,81,100,17.4,overcast clouds
679,Xinzhou,CN,38.4092,112.7333,50.76,47,47,0.92,scattered clouds
680,Santiago Del Estero,AR,-27.7951,-64.2615,80.17,43,3,6.38,clear sky
681,Uray,RU,60.1247,64.7758,4.64,91,100,9.86,overcast clouds
682,Maniitsoq,GL,65.4167,-52.9,2.19,96,100,12.93,light snow
683,Zyryanka,RU,65.75,150.85,-5.13,96,100,9.22,overcast clouds
684,Turukhansk,RU,65.8167,87.9833,-21.24,100,78,6.29,broken clouds
685,Kayanga,TZ,-1.5303,31.1511,62.15,74,100,3.02,overcast clouds
686,Caxito,AO,-8.5785,13.6643,76.59,86,100,2.53,overcast clouds
687,Letlhakane,BW,-21.4167,25.5833,76.42,37,0,14.58,clear sky
688,Providencia,MX,28.7167,-111.5833,83.41,13,0,10.63,clear sky
689,Ucluelet,CA,48.9329,-125.5528,44.91,92,100,4.0,overcast clouds
690,Manta,EC,-0.95,-80.7333,83.98,79,40,6.91,scattered clouds
691,Kamyshin,RU,50.0983,45.416,-0.94,100,71,5.21,broken clouds
